Code
56995
45
8767
12201
19789
459
30151
6901
26368
10423
10231
12818
17000
50236
9272
17940
53833
6038
31441
12940
30985
16788
23849
33380
5449
82
27410
11738
39049
2848
6227
25301
11689
10299
30524
34895
13794
6989
21558
45625
40685
32743
26726
28663
4218
41390
16433
13346
33162
47985
26727
10217
13570
35352
4765
10099
7829
35863
48172
5782
20170
8977
6653
20902
24596
2755
2599
32488
48175
15769
25751
70
33242
29299
20139
37823
33294
3792
39188
15638
22673
35429
12623
35753
43641
1928
18582
22995
31188
18073
6655
34705
52859
10432
5933
3888
3640
16220
32107
7853
1276
17497
14637
11452
15739
6725
12592
6096
9312
14372
13070
12803
13097
41396
1020
33685
9511
48275
13405
42751
37682
41550
12466
41521
29295
23362
48472
5783
10255
39210
10324
37221
34763
32255
11450
6789
29373
10659
37062
27361
34645
31617
45058
4806
10467
47939
31638
15720
25593
8236
38922
7670
5543
38806
31427
19318
34043
11903
12942
23756
6194
31660
42882
12541
1234
27113
7992
40631
7706
4904
7983
31191
43063
22578
29104
24900
4751
3590
5155
48001
4424
20176
16681
4085
7722
4412
20107
2060
36238
4273
25247
28591
5186
14955
41889
36167
31207
36628
161
1233
2742
14416
44085
34896
11233
17087
22336
658
2412
5779
24653
17504
31535
48160
34745
48228
2266
5558
13102
13733
2446
24186
41646
34824
28782
40171
11160
32286
35668
14737
15108
34867
22098
10271
27065
24062
10790
7081
39588
12503
3486
25521
15870
38153
16469
33693
16188
23930
53972
16204
20098
15255
19563
8976
4601
7763
28402
24449
15946
10691
12935
38150
28194
14616
40882
10417
4101
17424
23006
13748
31988
39425
16586
24636
12874
4931
24933
31870
30647
31194
15664
14003
32288
8827
15466
13021
842
39646
12228
31084
28524
22655
28091
17838
48218
24059
52857
19611
28093
8676
15035
4098
37985
2184
14123
554
11884
413
12668
10120
7990
14669
18159
49882
30129
6157
35767
24913
31616
48496
42905
31648
1221
22857
6217
6579
51759
18609
1087
40626
8700
19489
1758
27105
10662
38005
3419
22608
9426
37396
19150
41792
12459
16683
32327
22395
23936
34242
47119
47504
715
19886
5865
38961
25939
46932
805
11057
11114
9430
7158
10803
43815
3489
33494
34386
40397
16434
15493
31558
24463
10469
34143
14522
31669
15410
39346
29397
19111
32427
15473
36924
37855
14529
28105
34709
6801
35432
12345
25955
47112
9329
9703
35676
18064
2453
17433
3072
12571
8415
637
2924
34373
42898
10283
2099
31534
29443
16530
34303
3007
17802
30241
30992
30957
23778
31674
18397
3445
34382
4330
3598
26923
29281
10265
32075
36218
28003
37387
1920
26733
38981
42089
53075
13002
32328
23322
3136
51036
13853
15565
32555
18133
16213
9422
3449
962
26759
30482
15678
10045
5786
45599
14859
52393
39084
30445
24447
39242
32276
40303
29164
10631
19796
7042
18725
39159
11606
21725
19609
33697
8693
37596
4555
1929
5777
23505
36150
19845
17767
17110
27811
2197
3366
12851
33485
67
11860
13445
13801
43790
32317
2746
2096
16677
27952
40211
23575
32290
14208
23797
40317
2228
18968
13723
2982
22145
7640
13528
36144
9198
25546
33192
663
8790
38972
29359
14036
21543
12587
15867
22855
27588
34395
31863
5740
18421
30708
5274
39095
42884
11426
14987
24883
34220
1508
16813
3450
29392
4580
1137
10433
13330
35233
35046
22987
16497
36862
15647
31118
1073
6951
9371
3341
30987
32702
26146
23816
11075
17501
34897
31164
7981
13423
10376
47356
5532
19179
5602
9678
23873
20738
3654
5597
16687
41367
27686
8641
29863
17493
26905
35639
50944
3698
15267
13986
16258
11894
12584
27511
37743
25486
24523
41076
5227
42712
52848
27022
5974
24604
15245
14158
2690
20748
27050
48220
23874
14311
39004
27541
22744
27556
6973
5711
16139
14714
13750
46927
24732
4072
30697
16767
2462
30683
3384
32254
40284
1947
10668
6187
47986
16604
21122
32682
40137
4320
1046
4574
42807
13480
3054
37792
23005
32600
3741
27602
29442
26102
24044
29303
43954
25584
29085
3837
5239
4177
29286
10076
37961
36188
16846
26798
40324
16072
8532
49585
24911
3022
31998
31861
29302
24334
39478
2324
22842
3221
40392
597
15258
7197
1913
13355
34462
15983
35650
2520
1604
5179
3172
15394
26890
26807
31625
13366
14139
32627
12303
21802
2731
10082
12697
16524
47241
9326
32284
13449
17013
8865
41206
16186
35684
13709
10742
31092
20004
7707
47998
1523
16919
27034
2331
47240
4570
36970
8249
45565
26155
6781
7736
38748
10838
45571
5447
47983
7191
2744
28292
310
17015
25217
13848
26728
43381
5091
15018
16058
3262
2986
31622
39363
8760
1667
34750
24934
3313
22031
26695
48219
2268
45624
19299
25942
13286
37841
21745
25364
26005
12937
51313
30128
22607
36590
15355
10476
42904
33061
4821
31853
9378
9484
9373
6386
17378
37607
233
15470
20740
25597
33364
9940
12616
26504
43162
45594
31699
25903
15613
14142
17743
34754
36168
1147
18429
2973
32549
10387
3347
2954
13409
25701
943
3733
20169
21633
14665
4773
4905
28118
47936
31821
19432
9926
4802
7637
7968
50933
11760
17582
7194
15966
42227
40903
24448
9931
15293
18875
23763
15567
30510
23384
38968
36169
31186
40305
22014
24603
9240
22983
22965
48248
34766
14852
14854
4540
3167
41882
28603
14399
34673
34269
23719
6028
15515
32326
24697
11657
1588
19255
13834
9773
10834
7976
19672
6787
17305
18789
2233
32362
36171
22040
48257
11574
34405
37726
31810
5176
39054
1120
10807
25901
47842
55018
9603
38986
10300
2523
35687
44413
34706
32523
10964
23539
11163
14362
13967
38945
10746
825
12574
15226
27366
31627
5353
38271
33687
9010
7439
4301
34228
23188
25528
918
36245
47511
6182
22128
4909
32251
31147
1065
16338
31855
13613
16436
7762
39268
30464
40315
6207
21744
16426
17395
4041
12634
4270
13456
10430
52536
32336
10048
33388
10364
10549
4841
14471
23939
6780
6035
37362
35224
20710
26747
27629
20063
11861
26892
157
23154
31225
22988
38746
16520
34881
13181
4636
11365
28681
25105
41664
39643
16424
31987
21724
11569
6657
9700
13282
27271
26745
31624
6228
43766
10530
22342
7433
32350
1241
25611
33943
18868
37738
5014
42886
5119
26541
16544
13393
8523
26886
3656
31986
2000
21531
27587
8520
16863
41372
5431
30249
24169
41888
27841
22851
3660
23701
16065
14196
12476
35045
22933
8999
41464
48515
23480
7125
41259
31181
24910
22374
16561
46345
10414
1982
51045
38663
22015
11166
12949
21350
36445
38760
16741
6490
51522
26028
9756
3244
34455
47935
7259
11582
6257
6109
43963
3874
43817
6493
15899
16309
6351
10660
9145
4157
41765
34986
3504
18035
26946
31384
6131
631
7926
14890
6180
25588
34208
1488
753
36727
13476
36429
12216
4897
17099
10182
4443
203
52533
3490
26111
2693
5272
18265
45690
8111
32250
24741
15479
17691
16116
1979
9381
23589
24827
37793
24795
22728
14156
41956
3704
33186
14374
29362
31542
41397
1792
37745
35444
10576
19365
15136
931
24901
11536
32372
3575
9350
4718
40375
4546
27066
6481
5285
4965
26924
48268
30688
38964
31532
31430
722
10411
41691
6130
15497
14429
33158
23676
22813
45552
42101
46992
2067
32349
34830
31670
31550
4285
4010
39681
9850
6169
14403
13911
12258
19184
9857
17943
17120
8238
3869
37773
34474
3627
41626
15529
7444
23261
48253
24465
30710
49003
17123
40622
42148
9340
22124
7822
29561
23699
3345
31082
4042
35533
40128
49884
11712
18326
51525
16310
19077
34388
18890
35032
7323
34747
19582
16667
23258
30983
7752
29129
23870
51031
7978
7443
43609
33711
3518
41624
39097
6511
45683
458
5615
13369
822
42893
52386
32256
4986
27604
40311
13356
14868
25600
49640
31289
3881
5553
24532
22863
39052
3129
22872
45953
16857
32494
1155
5297
13307
38543
47993
12268
6391
9368
3492
17108
36979
7988
6902
25243
32279
21742
688
12832
2631
37405
29396
7994
7989
34831
37262
34026
16240
13921
6107
12580
16759
24129
10627
15273
9980
35802
38634
42887
9037
48227
3285
7819
7641
14733
26686
26968
39461
35313
196
16054
31561
40376
32283
16350
25053
17171
48263
2404
3523
21805
39050
40191
20884
15805
8404
36784
40321
33692
37442
14788
10792
43960
13305
22511
3858
1763
22369
14542
1807
24681
3196
7521
13990
24459
3440
38004
10623
23100
29132
24458
36175
35943
5132
14412
18221
12295
33377
1258
1506
5310
3480
12074
24461
12543
13376
17018
45582
28566
9647
23363
15103
33261
7002
5487
3607
14342
16693
14184
2578
487
119
40131
12510
24862
37723
24957
48002
24888
49888
9331
29482
32324
7437
25215
5010
15453
21362
37329
30147
17708
2757
1883
48246
36300
18844
29291
35669
4760
14726
35317
20065
6652
41663
31858
4585
2952
10717
25920
34833
8384
24769
11356
14925
17322
43592
41385
33489
4318
34752
13343
26595
23150
37799
9214
43874
3569
5885
41374
38946
27047
5663
40962
40030
19607
16408
4603
32311
19361
51032
14950
33924
2460
32316
